t[s];T[K];P[Pa];Uliq[kmol];Uvap[kmol];x1;x2;x3;y1;y2;y3
   3421.31;  0.335982E+03;  0.117974E+06;  0.767797E+00;  0.211170E-03;  0.309495E+00;  0.140624E+00;  0.549881E+00;  0.230585E+00;  0.242797E+00;  0.526617E+00
   3431.31;  0.336016E+03;  0.117983E+06;  0.754887E+00;  0.211163E-03;  0.310907E+00;  0.138833E+00;  0.550260E+00;  0.231564E+00;  0.241094E+00;  0.527342E+00
   3441.31;  0.336052E+03;  0.117991E+06;  0.741974E+00;  0.211156E-03;  0.312344E+00;  0.137015E+00;  0.550641E+00;  0.232564E+00;  0.239353E+00;  0.528083E+00
   3451.31;  0.336088E+03;  0.118000E+06;  0.729059E+00;  0.211149E-03;  0.313806E+00;  0.135170E+00;  0.551024E+00;  0.233585E+00;  0.237575E+00;  0.528840E+00
   3461.31;  0.336125E+03;  0.118009E+06;  0.716141E+00;  0.211141E-03;  0.315293E+00;  0.133298E+00;  0.551409E+00;  0.234626E+00;  0.235759E+00;  0.529614E+00
   3471.31;  0.336163E+03;  0.118017E+06;  0.703220E+00;  0.211133E-03;  0.316805E+00;  0.131400E+00;  0.551795E+00;  0.235689E+00;  0.233906E+00;  0.530405E+00
   3481.31;  0.336202E+03;  0.118027E+06;  0.690296E+00;  0.211125E-03;  0.318343E+00;  0.129474E+00;  0.552182E+00;  0.236772E+00;  0.232016E+00;  0.531212E+00
   3491.31;  0.336242E+03;  0.118036E+06;  0.677370E+00;  0.211116E-03;  0.319906E+00;  0.127522E+00;  0.552572E+00;  0.237877E+00;  0.230088E+00;  0.532035E+00
   3501.31;  0.336284E+03;  0.118046E+06;  0.664438E+00;  0.211108E-03;  0.321527E+00;  0.125522E+00;  0.552952E+00;  0.239038E+00;  0.228074E+00;  0.532888E+00
   3511.31;  0.336330E+03;  0.118057E+06;  0.651494E+00;  0.211099E-03;  0.323258E+00;  0.123438E+00;  0.553304E+00;  0.240313E+00;  0.225893E+00;  0.533794E+00
   3521.31;  0.336379E+03;  0.118069E+06;  0.638546E+00;  0.211090E-03;  0.325032E+00;  0.121315E+00;  0.553653E+00;  0.241629E+00;  0.223648E+00;  0.534723E+00
   3531.31;  0.336429E+03;  0.118081E+06;  0.625594E+00;  0.211081E-03;  0.326849E+00;  0.119154E+00;  0.553997E+00;  0.242984E+00;  0.221340E+00;  0.535676E+00
   3541.31;  0.336480E+03;  0.118094E+06;  0.612637E+00;  0.211071E-03;  0.328709E+00;  0.116955E+00;  0.554336E+00;  0.244380E+00;  0.218967E+00;  0.536653E+00
   3551.31;  0.336534E+03;  0.118107E+06;  0.599675E+00;  0.211061E-03;  0.330611E+00;  0.114718E+00;  0.554672E+00;  0.245816E+00;  0.216531E+00;  0.537653E+00
   3561.31;  0.336589E+03;  0.118121E+06;  0.586709E+00;  0.211051E-03;  0.332555E+00;  0.112442E+00;  0.555003E+00;  0.247292E+00;  0.214031E+00;  0.538677E+00
   3571.31;  0.336645E+03;  0.118135E+06;  0.573739E+00;  0.211041E-03;  0.334543E+00;  0.110127E+00;  0.555330E+00;  0.248807E+00;  0.211467E+00;  0.539725E+00
   3581.31;  0.336703E+03;  0.118150E+06;  0.560764E+00;  0.211030E-03;  0.336573E+00;  0.107774E+00;  0.555652E+00;  0.250363E+00;  0.208840E+00;  0.540797E+00
   3591.31;  0.336763E+03;  0.118165E+06;  0.547784E+00;  0.211020E-03;  0.338646E+00;  0.105383E+00;  0.555971E+00;  0.251959E+00;  0.206148E+00;  0.541892E+00
   3601.31;  0.336825E+03;  0.118180E+06;  0.534800E+00;  0.211009E-03;  0.340761E+00;  0.102954E+00;  0.556285E+00;  0.253595E+00;  0.203393E+00;  0.543012E+00
   3611.31;  0.336888E+03;  0.118196E+06;  0.521812E+00;  0.210997E-03;  0.342919E+00;  0.100486E+00;  0.556595E+00;  0.255271E+00;  0.200574E+00;  0.544155E+00
   3621.31;  0.336956E+03;  0.118213E+06;  0.508815E+00;  0.210985E-03;  0.345178E+00;  0.979591E-01;  0.556863E+00;  0.257075E+00;  0.197573E+00;  0.545353E+00
   3631.31;  0.337033E+03;  0.118231E+06;  0.495805E+00;  0.210970E-03;  0.347590E+00;  0.953549E-01;  0.557055E+00;  0.259084E+00;  0.194281E+00;  0.546635E+00
   3641.31;  0.337113E+03;  0.118250E+06;  0.482788E+00;  0.210954E-03;  0.350075E+00;  0.927015E-01;  0.557224E+00;  0.261181E+00;  0.190862E+00;  0.547957E+00
   3651.31;  0.337196E+03;  0.118270E+06;  0.469764E+00;  0.210937E-03;  0.352633E+00;  0.899988E-01;  0.557368E+00;  0.263364E+00;  0.187316E+00;  0.549321E+00
   3661.31;  0.337283E+03;  0.118291E+06;  0.456733E+00;  0.210919E-03;  0.355265E+00;  0.872468E-01;  0.557488E+00;  0.265633E+00;  0.183643E+00;  0.550724E+00
   3671.31;  0.337374E+03;  0.118312E+06;  0.443696E+00;  0.210900E-03;  0.357970E+00;  0.844455E-01;  0.557584E+00;  0.267989E+00;  0.179842E+00;  0.552168E+00
   3681.31;  0.337468E+03;  0.118334E+06;  0.430651E+00;  0.210881E-03;  0.360749E+00;  0.815949E-01;  0.557656E+00;  0.270432E+00;  0.175915E+00;  0.553653E+00
   3691.31;  0.337565E+03;  0.118357E+06;  0.417600E+00;  0.210860E-03;  0.363601E+00;  0.786951E-01;  0.557703E+00;  0.272961E+00;  0.171861E+00;  0.555178E+00
   3701.31;  0.337666E+03;  0.118380E+06;  0.404542E+00;  0.210839E-03;  0.366527E+00;  0.757459E-01;  0.557727E+00;  0.275576E+00;  0.167680E+00;  0.556744E+00
   3711.31;  0.337773E+03;  0.118406E+06;  0.391473E+00;  0.210818E-03;  0.369564E+00;  0.727481E-01;  0.557688E+00;  0.278340E+00;  0.163323E+00;  0.558337E+00
   3721.31;  0.337890E+03;  0.118435E+06;  0.378383E+00;  0.210798E-03;  0.372805E+00;  0.697030E-01;  0.557492E+00;  0.281404E+00;  0.158670E+00;  0.559926E+00
   3731.31;  0.338012E+03;  0.118467E+06;  0.365282E+00;  0.210778E-03;  0.376160E+00;  0.666091E-01;  0.557231E+00;  0.284620E+00;  0.153839E+00;  0.561541E+00
   3741.31;  0.338140E+03;  0.118501E+06;  0.352169E+00;  0.210758E-03;  0.379629E+00;  0.634666E-01;  0.556905E+00;  0.287988E+00;  0.148829E+00;  0.563184E+00
   3751.31;  0.338274E+03;  0.118536E+06;  0.339045E+00;  0.210738E-03;  0.383210E+00;  0.602754E-01;  0.556514E+00;  0.291507E+00;  0.143640E+00;  0.564852E+00
   3761.31;  0.338413E+03;  0.118573E+06;  0.325909E+00;  0.210717E-03;  0.386906E+00;  0.570356E-01;  0.556059E+00;  0.295179E+00;  0.138273E+00;  0.566548E+00
   3771.31;  0.338557E+03;  0.118613E+06;  0.312763E+00;  0.210697E-03;  0.390714E+00;  0.537470E-01;  0.555539E+00;  0.299002E+00;  0.132727E+00;  0.568270E+00
   3781.31;  0.338711E+03;  0.118655E+06;  0.299598E+00;  0.210677E-03;  0.394704E+00;  0.504380E-01;  0.554858E+00;  0.303123E+00;  0.126929E+00;  0.569949E+00
   3791.31;  0.338878E+03;  0.118703E+06;  0.286407E+00;  0.210658E-03;  0.398972E+00;  0.471486E-01;  0.553879E+00;  0.307747E+00;  0.120771E+00;  0.571482E+00
   3801.31;  0.339055E+03;  0.118754E+06;  0.273198E+00;  0.210640E-03;  0.403417E+00;  0.438369E-01;  0.552746E+00;  0.312658E+00;  0.114366E+00;  0.572976E+00
   3811.31;  0.339239E+03;  0.118809E+06;  0.259972E+00;  0.210622E-03;  0.408038E+00;  0.405026E-01;  0.551460E+00;  0.317856E+00;  0.107713E+00;  0.574431E+00
   3821.31;  0.339433E+03;  0.118867E+06;  0.246728E+00;  0.210604E-03;  0.412835E+00;  0.371460E-01;  0.550019E+00;  0.323341E+00;  0.100812E+00;  0.575846E+00
   3831.31;  0.339635E+03;  0.118928E+06;  0.233467E+00;  0.210587E-03;  0.417809E+00;  0.337668E-01;  0.548424E+00;  0.329113E+00;  0.936640E-01;  0.577223E+00
   3841.31;  0.339848E+03;  0.118996E+06;  0.220173E+00;  0.210576E-03;  0.423098E+00;  0.304696E-01;  0.546432E+00;  0.335434E+00;  0.863736E-01;  0.578192E+00
   3851.31;  0.340070E+03;  0.119071E+06;  0.206848E+00;  0.210571E-03;  0.428688E+00;  0.272436E-01;  0.544069E+00;  0.342277E+00;  0.789302E-01;  0.578793E+00
   3861.31;  0.340302E+03;  0.119152E+06;  0.193498E+00;  0.210570E-03;  0.434531E+00;  0.240537E-01;  0.541415E+00;  0.349554E+00;  0.712984E-01;  0.579148E+00
   3871.31;  0.340544E+03;  0.119238E+06;  0.180120E+00;  0.210572E-03;  0.440629E+00;  0.209000E-01;  0.538471E+00;  0.357264E+00;  0.634783E-01;  0.579258E+00
   3881.31;  0.340793E+03;  0.119330E+06;  0.166712E+00;  0.210581E-03;  0.447074E+00;  0.178521E-01;  0.535074E+00;  0.365578E+00;  0.556296E-01;  0.578792E+00
   3891.31;  0.341046E+03;  0.119429E+06;  0.153261E+00;  0.210600E-03;  0.454031E+00;  0.150343E-01;  0.530935E+00;  0.374798E+00;  0.480368E-01;  0.577165E+00
   3901.31;  0.341305E+03;  0.119535E+06;  0.139776E+00;  0.210626E-03;  0.461377E+00;  0.123545E-01;  0.526268E+00;  0.384699E+00;  0.404892E-01;  0.574812E+00
   3911.31;  0.341571E+03;  0.119647E+06;  0.126256E+00;  0.210660E-03;  0.469113E+00;  0.981287E-02;  0.521074E+00;  0.395282E+00;  0.329870E-01;  0.571731E+00
   3921.31;  0.341831E+03;  0.119759E+06;  0.112694E+00;  0.210696E-03;  0.477565E+00;  0.756582E-02;  0.514870E+00;  0.406971E+00;  0.261204E-01;  0.566909E+00
   3931.31;  0.342089E+03;  0.119872E+06;  0.990931E-01;  0.210736E-03;  0.486626E+00;  0.556284E-02;  0.507811E+00;  0.419629E+00;  0.196988E-01;  0.560673E+00
   3941.31;  0.342345E+03;  0.119986E+06;  0.854530E-01;  0.210779E-03;  0.496354E+00;  0.380726E-02;  0.499839E+00;  0.433327E+00;  0.137651E-01;  0.552907E+00
   3951.31;  0.342579E+03;  0.120088E+06;  0.717763E-01;  0.210814E-03;  0.507397E+00;  0.241991E-02;  0.490183E+00;  0.448904E+00;  0.901853E-02;  0.542078E+00
   3961.31;  0.342800E+03;  0.120184E+06;  0.580622E-01;  0.210846E-03;  0.519516E+00;  0.135306E-02;  0.479131E+00;  0.466047E+00;  0.518475E-02;  0.528768E+00
   3971.31;  0.343002E+03;  0.120260E+06;  0.443213E-01;  0.210856E-03;  0.533816E+00;  0.613571E-03;  0.465570E+00;  0.486256E+00;  0.244379E-02;  0.511301E+00
   3981.31;  0.343186E+03;  0.120319E+06;  0.305530E-01;  0.210846E-03;  0.550649E+00;  0.187923E-03;  0.449163E+00;  0.510042E+00;  0.753443E-03;  0.489205E+00
   3991.31;  0.343355E+03;  0.120358E+06;  0.167658E-01;  0.210810E-03;  0.573335E+00;  0.174947E-04;  0.426647E+00;  0.542108E+00;  0.762685E-04;  0.457816E+00
   4000.00;  0.343506E+03;  0.120377E+06;  0.476820E-02;  0.210751E-03;  0.605521E+00;  0.453312E-07;  0.394479E+00;  0.587653E+00;  0.212719E-06;  0.412347E+00
